Hit	POS	Lemma
kinderlose	ADJA	kinderlos
Kinderlose	NN	kinderlos
kindlichen	ADJA	kindlich
kirchlich-liberaler	ADJA	kirchlich-liberal
klagende	ADJA	klagend
klagenden	ADJA	klagend
klägliche	ADJA	kläglich
klatschbedürftigen	ADJA	klatschbedürftig
klatschenden	ADJA	klatschend
kleener	ADJA	klein
kleinbürgerlicher	ADJA	kleinbürgerlicher
kleine	ADJA	klein
Kleine	ADJA	klein
kleine	ADJA	klein
Kleine	ADJA	klein
kleinen	ADJA	klein
kleinen	ADJA	klein
Kleinen	NN	klein
kleiner	ADJA	klein
Kleiner	NN	klein
kleinere	ADJA	klein
kleinsten	ADJA	klein
kluge	ADJA	klug
kluge	ADJA	klug
Kluge	NE	klug
klugen	ADJA	klug
klugen	ADJA	klug
kluger	ADJA	klug
klügste	ADJA	klug
klügsten	ADJA	klug
knicksende	ADJA	knicksend
knieenden	ADJA	kniend
knienden	ADJA	kniend
knochendürrer	ADJA	knochendürr
knöcherne	ADJA	knöchern
knochige	ADJA	knochig
knochige	ADJA	knochig
knorrig-knubbigen	ADJA	knorrig-knubbig
Kokette	NN	kokett
koketten	ADJA	kokett
kölmischer	ADJA	kölnisch
Kolporteuse	NN	DISCARD
Komische	NN	komisch
kommende	ADJA	kommend
kommenden	ADJA	kommend
kommenden	ADJA	kommend
kompetente	ADJA	kompetent
kompetenten	ADJA	kompetent
konfuse	ADJA	konfus
königliche	ADJA	königlich
königlichen	ADJA	königlich
königstreuen	ADJA	königstreu
konsequente	ADJA	konsequent
konservativen	ADJA	konservativ
kontaktfreudiger	ADJA	kontaktfreudiger
körperlichen	ADJA	körperlich
korpulente	ADJA	korpulent
Korpulente	NN	korpulent
korrekte	ADJA	korrekt
kostümierte	ADJA	kostümiert
kostümierten	ADJA	kostümiert
kräftige	ADJA	kräftig
kräftige	ADJA	kräftig
kräftigen	ADJA	kräftig
kräftigen	ADJA	kräftig
kräftiger	ADJA	kräftig
kräftigsten	ADJA	kräftig
kraftstrotzenden	ADJA	kraftstrotzend
kraftvoller	ADJA	kraftvoll
kranke	ADJA	krank
kranke	ADJA	krank
kranken	ADJA	krank
kranken	ADJA	krank
kranker	ADJA	krank
kränkliche	ADJA	kränklich
kränklichen	ADJA	kränklich
kränklicher	ADJA	kränklich
krebskranke	ADJA	krebskrank
krebskranken	ADJA	krebskrank
kriegerischen	ADJA	kriegerisch
Kriegsverwendungsfähige	NN	kriegsverwendungsfähig
kriegsverwendungsfähiger	ADJA	kriegsverwendungsfähig
kritischen	ADJA	kritisch
kroatischen	ADJA	kroatisch
kroatischen	ADJA	kroatisch
krummer	ADJA	krumm
kühle	ADJA	kühl
kühle	ADJA	kühl
kühlen	ADJA	kühl
kühne	ADJA	kühn
kühnen	ADJA	kühn
kühner	ADJA	kühn
kundigsten	ADJA	kundig
künftige	ADJA	künftig
künftigen	ADJA	künftig
künftigen	ADJA	künftig
künftiger	ADJA	künftig
kunstfertige	ADJA	kunstfertig
kunstsinniger	ADJA	kunstsinnig
kupfernen	ADJA	kupfern
kurzhaarige	ADJA	kurzhaarig
kurzhaariger	ADJA	kurzhaarig
kurzsichtige	ADJA	kurzsichtig
kuschitische	ADJA	kuschitisch
L's	NN	DISCARD
lachende	ADJA	lachend
lachenden	ADJA	lachend
lahme	ADJA	lahm
landlose	ADJA	landlos
langbekleidete	ADJA	langbekleidet
lange	ADJA	lang
lange	ADV	lange
langgewandete	ADJA	langgewandet
langweiligen	ADJA	langweilig
lästerlichen	ADJA	lästerlich
lästernden	ADJA	lästernd
Laufende	NN	laufend
launische	ADJA	launisch
launische	ADJA	launisch
lautenspielende	ADJA	lautenspielend
Lauter	ADJA	laut
lauteren	ADJA	laut
lautersten	ADJA	lauterste
lebende	ADJA	lebend
lebende	ADJA	lebend
lebenden	ADJA	lebend
lebenden	ADJA	lebend
lebender	ADJA	lebend
lebendige	ADJA	lebendig
lebendiger	ADJA	lebendig
lebenskluger	ADJA	lebensklug
lebenslustigen	ADJA	lebenslustig
lebhafte	ADJA	lebhaft
lebhaften	ADJA	lebhaft
ledige	ADJA	ledig
lediger	ADJA	ledig
legitime	ADJA	legitim
legitimen	ADJA	legitim
leibhaftige	ADJA	leibhaftig
Leibwache	NN	DISCARD
leidende	ADJA	leidend
leidenden	ADJA	leidend
leidenden	ADJA	leidend
leidender	ADJA	leidender
leidenschaftliche	ADJA	leidenschaftlich
leidenschaftlichen	ADJA	leidenschaftlich
leisen	ADJA	leise
leitende	ADJA	leitend
Leitende	NN	leitend
LEITENDE	NN	leitend
leitenden	ADJA	leitend
leitender	ADJA	leitender
Leos	NE	DISCARD
leprakranke	ADJA	leprakrank
lernenden	ADJA	lernend
lesbischen	ADJA	lesbisch
lesende	ADJA	lesend
lettischen	ADJA	lettisch
letzte	ADJA	letzt
letzte	ADJA	letzt
letzten	ADJA	letzt
letzten	ADJA	letzt
letzter	ADJA	letzt
Lias	NE	DISCARD
liberale	ADJA	liberal
liberalen	ADJA	liberal
lichthungernden	ADJA	lichthungernd
lichthungrigen	ADJA	lichthungrig
liebe	ADJA	lieb
Liebe	NN	lieb
liebeleere	ADJA	liebeleer
lieben	ADJA	lieb
lieben	ADJA	lieb
Lieben	NN	lieb
liebende	ADJA	liebend
liebenden	ADJA	liebend
liebender	ADJA	liebend
liebenswerte	ADJA	liebenswert
liebenswerten	ADJA	liebenswert
liebenswerten	ADJA	liebenswert
liebenswürdige	ADJA	liebenswürdig
liebenswürdigen	ADJA	liebenswürdig
liebenswürdiger	ADJA	liebenswürdig
lieber	ADJA	lieb
liebestolle	ADJA	liebestoll
liebkosten	ADJA	liebkost
liebliche	ADJA	lieblich
lieblichen	ADJA	lieblich
lieblichsten	ADJA	lieblich
liebste	ADJA	lieb
liebster	ADJA	lieb
liegende	ADJA	liegend
liegenden	ADJA	liegend
liegenden	ADJA	liegend
linke	ADJA	links
linken	ADJA	links
linker	ADJA	links
livrierte	ADJA	livriert
lockenbärtige	ADJA	lockenbärtig
loser	ADJA	los
loyale	ADJA	loyal
loyalen	ADJA	loyal
lüsternen	ADJA	lüstern
lüsternen	ADJA	lüstern
lustige	ADJA	lustig
lustige	ADJA	lustig
M'schen	NN	DISCARD
machthungrigen	ADJA	machthungrig
mächtige	ADJA	mächtig
mächtigen	ADJA	mächtig
mächtigen	ADJA	mächtig
mächtiger	ADJA	mächtig
mächtigste	ADJA	mächtig
mächtigsten	ADJA	mächtig
mächtigsten	ADJA	mächtig
magere	ADJA	mager
mageren	ADJA	mager
mageren	ADJA	mager
makellosen	ADJA	makellos
Mann/	NN	DISCARD
männerfreundliche	ADJA	männerfreundlich
männliche	ADJA	männlich
männlichen	ADJA	männlich
männlicher	ADJA	männlich
männlichste	ADJA	männlich
massgebenden	ADJA	maßgebend
maßgebenden	ADJA	maßgebend
maßgebender	ADJA	maßgebend
maßgeblichen	ADJA	maßgeblich
maßgeblichsten	ADJA	maßgeblich
mäßiggroße	ADJA	mäßiggroß
maßvollen	ADJA	maßvoll
materielle	ADJA	materiell
meistgefürchtete	ADJA	meistgefürchtet
meistgehaßten	ADJA	meistgehasst
meistgejagte	ADJA	meistgejagt
meistgeplagten	ADJA	meistgeplagt
meistverunglimpften	ADJA	meistverunglimpft
menschliche	ADJA	menschlich
menschlichen	ADJA	menschlich
menstruierender	ADJA	menstruierend
merkwürdige	ADJA	merkwürdig
merkwürdige	ADJA	merkwürdig
merkwürdigen	ADJA	merkwürdig
merkwürdigen	ADJA	merkwürdig
migränekranken	ADJA	migränekrank
mildesten	ADJA	mild
mildherzigen	ADJA	mildherzig
mildtätigen	ADJA	mildtätig
Mill.	NN	DISCARD
MILOSEVICs	NN	DISCARD
minderjährigen	ADJA	n-jährig
mißhandelte	ADJA	mißhandelt
mißhandelten	ADJA	mißhandelt
mißhandelter	ADJA	mißhandelt
mißlauniger	ADJA	misslaunig
mißtrauische	ADJA	misstrauisch
mitleidigen	ADJA	mitleidig
mittelalterlichen	ADJA	mittelalterlich
mittelgroßer	ADJA	mittelgroß
mittelkräftiger	ADJA	mittelkräftig
modebeflissenen	ADJA	modebeflissen
moderne	ADJA	modern
moderne	ADJA	modern
Moderne	NN	modern
modernen	ADJA	modern
modernen	ADJA	modern
modernste	ADJA	modern
modernster	ADJA	modern
möglichen	ADJA	möglich
mohammedänischen	ADJA	mohammedanisch
mollige	ADJA	mollig
mondaine	NN	mondän
mondänen	ADJA	mondän
mongolische	ADJA	mongolisch
monocletragende	ADJA	monokeltragend
montenegrinischen	ADJA	montenegrinisch
morosen	ADJA	moros
morsche	ADJA	morsch
motorisierten	ADJA	motorisiert
müde	ADJA	müde
müde	ADJD	müde
Müdegearbeitete	ADJA	müdegearbeitet
müden	ADJA	müde
müden	ADJA	müde
müder	ADJA	müde
müder	ADJA	müde
Münchner	ADJA	Münchner
muntere	ADJA	munter
mürrische	ADJA	mürrisch
mürrischen	ADJA	mürrisch
muselmännischen	ADJA	muselmännisch
Musikalische	NN	musikalisch
musikalischen	ADJA	musikalisch
muskulösen	ADJA	muskulös
muslimische	ADJA	muslimisch
mutige	ADJA	mutig
mutige	ADJA	mutig
mutigen	ADJA	mutig
mutiger	ADJA	mutig
mütterliche	ADJA	mütterlich
mütterlichen	ADJA	mütterlich
mystische	ADJA	mystisch
nachfolgenden	ADJA	nachfolgend
nachmalige	ADJA	nachmalig
nachspringende	ADJA	nachspringend
nächste	ADJA	nah
nächste	ADJA	nah
nächsten	ADJA	nah
nackte	ADJA	nackt
nackte	ADJA	nackt
nackten	ADJA	nackt
nackten	ADJA	nackt
nackter	ADJA	nackt
nackter	ADJA	nackt
nähernden	ADJA	nähernd
naive	ADJA	naiv
naive	ADJA	naiv
naiver	ADJA	naiv
namenloser	ADJA	namenlos
nämlichen	ADJA	nämlich
Närrischer	NN	närrisch
näselnde	ADJA	näselnd
nasser	ADJA	nass
nationale	ADJA	national
nationalen	ADJA	national
nationalen	ADJA	national
nationaler	ADJA	national
nationalliberaler	ADJA	nationalliberaler
nationalsozialistischen	ADJA	nationalsozialistisch
natürliche	ADJA	natürlich
natürlichen	ADJA	natürlich
nebenhereilende	ADJA	nebenhereilend
Neckers	NE	DISCARD
neigenden	ADJA	neigend
nervenüberreizte	ADJA	nervenüberreizt
nervösen	ADJA	nervös
nervösen	ADJA	nervös
nette	ADJA	nett
netter	ADJA	nett
neuangekommene	ADJA	neuangekommen
neue	ADJA	neu
neue	ADJA	neu
neuen	ADJA	neu
Neuen	ADJA	neu
neuen	ADJA	neu
neuer	ADJA	neu
neugewählten	ADJA	neugewählt
neugierige	ADJA	neugierig
neugierigen	ADJA	neugierig
neugieriger	ADJA	neugierig
neunzehnjährige	ADJA	n-jährig
neutestamentlichen	ADJA	neutestamentlich
nichtjüdische	ADJA	nichtjüdisch
nichtkatholischen	ADJA	nichtkatholisch
nichtsahnende	ADJA	nichtsahnend
nichtschwangeren	ADJA	nichtschwanger
nichtswürdige	ADJA	nichtswürdig
niederen	ADJA	nieder
niedergehaltenen	ADJA	niedergehalten
niedliche	ADJA	niedlich
niedrige	ADJA	niedrig
niedrigerstehenden	ADJA	niedrigerstehend
noblen	ADJA	nobel
nordische	ADJA	nordisch
nordischer	ADJA	nordisch
normale	ADJA	normal
normale	ADJA	normal
normalen	ADJA	normal
normalen	ADJA	normal
normaler	ADJA	normal
normaler	ADJA	normal
norwegischer	ADJA	norwegisch
NS-konformere	ADJA	NS-konform
nüchterne	ADJA	nüchtern
nüchternen	ADJA	nüchtern
nüchterner	ADJA	nüchtern
nunmehrige	ADJA	nunmehrig
oberflächlichen	ADJA	oberflächlich
oberster	ADJA	ober
objektiver	ADJA	objektiv
obszöne	ADJA	obszön
Offizielle	ADJA	offiziell
offizieller	ADJA	offiziell
ohnmächtige	ADJA	ohnmächtig
olle	ADJA	alt
ollen	ADJA	alt
ooch	ADJA	DISCARD
opferbereite	ADJA	opferbereit
opferfreudigen	ADJA	opferfreudig
opfernden	ADJA	opfernd
ordentliche	ADJA	ordentlich
ordentlichen	ADJA	ordentlich
ordentlicher	ADJA	ordentlich
ordentlichste	ADJA	ordentlich
ordinäre	ADJA	ordinär
ordnungsliebenden	ADJA	ordnungsliebend
ordnungsliebender	ADJA	ordnungsliebend
ordnungssüchtigen	ADJA	ordnungssüchtig
organisierte	ADJA	organisiert
organisierten	ADJA	organisiert
Orgons	NN	DISCARD
orientierten	ADJA	orientiert
Orthodoxere	ADJA	orthodox
ostdeutsche	ADJA	ostdeutsch
ostdeutschen	ADJA	ostdeutsch
österreichischen	ADJA	österreichisch
ostpreußischen	ADJA	ostpreußisch
pädophile	ADJA	pädophil
patriotischen	ADJA	patriotisch
peinigenden	ADJA	peinigend
perfekte	ADJA	perfekt
pflichtbewußte	ADJA	pflichtbewusst
pflichttreuer	ADJA	pflichttreu
philosophischen	ADJA	philosophisch
phönikischen	ADJA	phönikisch
Pidas	NE	DISCARD
Pillenreuter	NN	DISCARD
plaudernden	ADJA	plaudernd
plumpe	ADJA	plump
plumpen	ADJA	plump
politischen	ADJA	politisch
politisierende	ADJA	politisierend
polnische	ADJA	polnisch
potenten	ADJA	potent
prächtige	ADJA	prächtig
prächtigen	ADJA	prächtig
prächtiger	ADJA	prächtig
prachtvolle	ADJA	prachtvoll
praktische	ADJA	praktisch
praktische	ADJA	praktisch
preußischer	ADJA	preußisch
primitive	ADJA	primitiv
primitiven	ADJA	primitiv
private	ADJA	privat
Private	NN	privat
privilegierte	ADJA	privilegiert
privilegierten	ADJA	privilegiert
problematische	ADJA	problematisch
proletar	ADJA	proletar
proletarische	ADJA	proletarisch
proletarischen	ADJA	proletarisch
prominenten	ADJA	prominent
prominentesten	ADJA	prominent
proportionierter	ADJA	proportioniert
PRRSV	NN	DISCARD
qualifizierten	ADJA	qualifiziert
qualifizierter	ADJA	qualifiziert
quirlige	ADJA	quirlig
rachsüchtigen	ADJA	rachsüchtig
radfahrende	ADJA	radfahrend
raffinierten	ADJA	raffiniert
rangierenden	ADJA	rangierend
ränkevolle	ADJA	ränkevoll
rascher	ADJA	rasch
rassig-schönen	ADJA	rassig-schön
Rätselhafte	ADJA	rätselhaft
rätselhaften	ADJA	rätselhaft
rätselhaften	ADJA	rätselhaft
raublustige	ADJA	raublustig
raufenden	ADJA	raufend
rauhen	ADJA	rauh
rechte	ADJA	recht|rechts
rechte	ADJA	recht|rechts
rechten	ADJA	recht|rechts
rechter	ADJA	recht
rechthaberische	ADJA	rechthaberisch
rechtliche	ADJA	rechtlich
rechtlosen	ADJA	rechtlos
rechtmäßigen	ADJA	rechtmäßig
rechtschaffene	ADJA	rechtschaffen
rechtschaffenen	ADJA	rechtschaffen
rechtschaffener	ADJA	rechtschaffen
rechtsradikalen	ADJA	rechtsradikal
redlichen	ADJA	redlich
redlicher	ADJA	redlich
redselige	ADJA	redselig
redseligen	ADJA	redselig
regierungstreue	ADJA	regierungstreu
reiche	ADJA	reich
reiche	ADJA	reich
reichen	ADJA	reich
reichere	ADJA	reich
reichgekleideten	ADJA	reichgekleidet
Reichstagsabgeordnete	NN	DISCARD
Reichstagsabgeordneten	NN	DISCARD
reichste	ADJA	reich
reichste	ADJA	reich
reichsten	ADJA	reich
reichsten	ADJA	reich
reichster	ADJA	reich
reife	ADJA	reif
reife	ADJA	reif
reifen	ADJA	reif
reifer	ADJA	reif
reiferen	ADJA	reif
reine	ADJA	rein
reinemachenden	ADJA	reinemachend
reinen	ADJA	rein
reinen	ADJA	rein
reiner	ADJA	rein
reinste	ADJA	rein
reisende	ADJA	reisend
reisenden	ADJA	reisend
reizende	ADJA	reizend
reizenden	ADJA	reizend
reizlosen	ADJA	reizlos
reizvolle	ADJA	reizvoll
renitenten	ADJA	renitent
repräsentativen	ADJA	repräsentativ
repräsentativer	ADJA	repräsentativ
republikanischen	ADJA	republikanisch
republikanischer	ADJA	republikanisch
resolute	ADJA	resolut
resoluten	ADJA	resolut
richtige	ADJA	richtig
richtige	ADJA	richtig
richtigen	ADJA	richtig
richtigen	ADJA	richtig
richtiger	ADJA	richtig
riesenhaften	ADJA	riesenhaft
riesige	ADJA	riesig
riesigen	ADJA	riesig
ringende	ADJA	ringend
ringenden	ADJA	ringend
ringenden	ADJA	ringend
ritterliche	ADJA	ritterlich
ritterlichen	ADJA	ritterlich
ritterlicher	ADJA	ritterlich
rittermäßige	ADJA	rittermäßig
robuste	ADJA	robust
robusten	ADJA	robust
robusten	ADJA	robust
robuster	ADJA	robust
roher	ADJA	roh
romanische	ADJA	romanisch
römische	ADJA	römisch
rosige	ADJA	rosig
rosigen	ADJA	rosig
rotblonde	ADJA	rotblond
rote	ADJA	rot
roten	ADJA	rot
roten	ADJA	rot
rothaarige	ADJA	rothaarig
rothaarigen	ADJA	rothaarig
rothaariger	ADJA	rothaariger
rückender	ADJA	rückend
ruhige	ADJA	ruhig
ruhigen	ADJA	ruhig
ruhiger	ADJA	ruhig
ruhigste	ADJA	ruhig
ruhigsten	ADJA	ruhig
ruhmsüchtigen	ADJA	ruhmsüchtig
rührige	ADJA	rührig
ruinierten	ADJA	ruiniert
ruinierter	ADJA	ruiniert
runde	ADJA	rund
runde	ADJA	rund
rundliche	ADJA	rundlich
rundlicher	ADJA	rundlich
rundschädeligen	ADJA	rundschädelig
rundwüchsigkreismütigen	ADJA	rundwüchsigkreismütig
russ.	ADJA	russisch
russischen	ADJA	russisch
russischer	ADJA	russisch
rüstige	ADJA	rüstig
rüstigen	ADJA	rüstig
rustikale	ADJA	rustikal
sachkundigen	ADJA	sachkundig
sachkundigsten	ADJA	sachkundig
sachorientierter	ADJA	sachorientiert
sächsischen	ADJA	sächsisch
salbungsvoller	ADJA	salbungsvoll
sämtlicher	PIAT	DISCARD
sanfte	ADJA	sanft
sanften	ADJA	sanft
sanftmütigeren	ADJA	sanftmütig
sarkastische	ADJA	sarkastisch
saubere	ADJA	sauber
saubre	ADJA	sauber
schäbigen	ADJA	schäbig
schaffende	ADJA	schaffend
schaffende	ADJA	schaffend
scharmante	ADJA	charmant
schattenhafte	ADJA	schattenhaft
scheene	ADJA	schön
scheltenden	ADJA	scheltend
schenkende	ADJA	schenkend
schicke	ADJA	schick
schicker	ADJA	schick
schiebende	ADJA	schiebend
Schiffers	NN	DISCARD
schlafende	ADJA	schlafend
schlafenden	ADJA	schlafend
schlafenden	ADJA	schlafend
schlaflose	ADJA	schlaflos
schlagende	ADJA	schlagend
schlampige	ADJA	schlampig
schlanke	ADJA	schlank
schlanke	ADJA	schlank
schlanken	ADJA	schlank
schlanken	ADJA	schlank
schlanker	ADJA	schlank
schlankeren	ADJA	schlank
schlankwüchsig-spaltsinnige	ADJA	schlankwüchsig-spaltsinnig
schlappschwänziger	ADJA	schlappschwänzig
Schlechte	NN	schlecht
schlechter	ADJA	schlecht
schlenkriger	ADJA	schlenkrig
schleswig-holsteinischen	ADJA	schleswig-holsteinisch
schlichte	ADJA	schlicht
schlichten	ADJA	schlicht
schlichten	ADJA	schlicht
schlichter	ADJA	schlicht
schlimme	ADJA	schlimm
schlimmeren	ADJA	schlimm
schlohweißer	ADJA	schlohweiß
schlottriger	ADJA	schlottrig
schluchzende	ADJA	schluchzend
schmächtige	ADJA	schmächtig
schmächtige	ADJA	schmächtig
schmächtiger	ADJA	schmächtig
schmalbrüstige	ADJA	schmalbrüstig
schmale	ADJA	schmal
schmale	ADJA	schmal
schmalgesichtige	ADJA	schmalgesichtig
schmallippige	ADJA	schmallippig
schmerzerfüllte	ADJA	schmerzerfüllt
Schmiedes	NN	DISCARD
schmucküberladene	ADJA	schmucküberladen
schnauzenden	ADJA	schnauzend
schneeweißer	ADJA	schneeweißer
schneidiger	ADJA	schneidig
schnelle	ADJA	schnell
schnelle	ADJA	schnell
schnellen	ADJA	schnell
schnurrbärtigen	ADJA	schnurrbärtig
schöne	ADJA	schön
schöne	ADJA	schön
Schöne	NN	schön
schönen	ADJA	schön
schönen	ADJA	schön
schöner	ADJA	schön
schöner	ADJA	schön
schöngeistige	ADJA	schöngeistig
schöngewandete	ADJA	schöngewandet
schönste	ADJA	schön
schönsten	ADJA	schön
schönsten	ADJA	schön
schottische	ADJA	schottisch
schrecklichen	ADJA	schrecklich
schrecklicher	ADJA	schrecklich
schreibende	ADJA	schreibend
schreibende	ADJA	schreibend
schreibenden	ADJA	schreibend
schreiende	ADJA	schreiend
schreienden	ADJA	schreiend
schreitende	ADJA	schreitend
schriftstellernden	ADJA	schriftstellernd
schüchterne	ADJA	schüchtern
schüchternen	ADJA	schüchtern
schüchterner	ADJA	schüchtern
schuldlose	ADJA	schuldlos
schüttelnden	ADJA	schüttelnd
schutzbedürftige	ADJA	schutzbedürftig
schutzlose	ADJA	schutzlos
schwache	ADJA	schwach
schwachen	ADJA	schwach
schwacher	ADJA	schwach
schwächere	ADJA	schwach
schwächliche	ADJA	schwächlich
schwächlichen	ADJA	schwächlich
schwangere	ADJA	schwanger
Schwangere	NN	schwanger
schwangeren	ADJA	schwanger
schwangerer	ADJA	schwanger
schwankenden	ADJA	schwankend
schwärmerischen	ADJA	schwärmerisch
schwarzäugige	ADJA	schwarzäugig
schwarzbraunen	ADJA	schwarzbraun
schwarze	ADJA	schwarz
schwarze	ADJA	schwarz
Schwarzem	NN	schwarz
schwarzen	ADJA	schwarz
schwarzen	ADJA	schwarz
Schwarzen	NN	schwarz
Schwarzer	ADJA	schwarz
schwarzer	ADJA	schwarz
schwarzgekleidete	ADJA	schwarzgekleidet
Schwarzgekleidete	NN	schwarzgekleidet
schwarzhaarige	ADJA	schwarzhaarig
schwarzhaarigen	ADJA	schwarzhaarig
schwarzhaariger	ADJA	schwarzhaarig
schwärzlichen	ADJA	schwärzlich
schwarzverhüllte	ADJA	schwarzverhüllt
schwatzende	ADJA	schwatzend
schwatzhafte	ADJA	schwatzhaft
schwedischen	ADJA	schwedisch
schweigenden	ADJA	schweigend
schweigsame	ADJA	schweigsam
Schweigsame	NN	schweigsam
schweigsamen	ADJA	schweigsam
Schweigsamen	NN	schweigsam
schweigsamer	ADJA	schweigsam
Schweizer	NN	Schweizer
schwerbewaffneter	ADJA	schwerbewaffnet
schwere	ADJA	schwer
schweren	ADJA	schwer
schweren	ADJA	schwer
schwerer	ADJA	schwer
schwerfälligen	ADJA	schwerfällig
schwerkranke	ADJA	schwerkrank
schwerkranken	ADJA	schwerkrank
schwerkranken	ADJA	schwerkrank
schwerkranker	ADJA	schwerkrank
schwerleidende	ADJA	schwerleidend
schwerreichen	VVFIN	schwerreich
schwerterprobten	ADJA	schwerterprobt
schwerverletzte	ADJA	schwerverletzt
schwerverwundeten	ADJA	schwerverwundet
schwindsüchtige	ADJA	schwindsüchtig
schwindsüchtigen	ADJA	schwindsüchtig
sechsundachtzigjährige	ADJA	n-jährig
sechzigjährige	ADJA	n-jährig
sechzigjähriger	ADJA	n-jährig
seebefohrnen	ADJA	seebefohren
seelenkundigen	ADJA	seelenkundig
seelenlosen	ADJA	seelenlos
seelenvolle	ADJA	seelenvoll
segnenden	ADJA	segnend
sehnige	ADJA	sehnig
sehnigen	ADJA	sehnig
sehniger	ADJA	sehnig
seidenen	ADJA	seiden
seiner	PPOSAT	DISCARD
selbe	PDAT	selb
selben	PDAT	selb
selbständige	ADJA	selbständig
selbständige	ADJA	selbständig
selbständigen	ADJA	selbständig
selbständigen	ADJA	selbständig
selbständiger	ADJA	selbständig
selbständiger	ADJA	selbständig
selbstbewußte	ADJA	selbstbewusst
selbstbewußte	ADJA	selbstbewusst
selbstbewußten	ADJA	selbstbewusst
selbstbewußter	ADJA	selbstbewusst
selbstbewußter	ADJA	selbstbewusst
selbstherrlicher	ADJA	selbstherrlich
seligen	ADJA	selig
seltene	ADJA	selten
seltenen	ADJA	selten
seltenen	ADJA	selten
seltsame	ADJA	seltsam
seltsame	ADJA	seltsam
seltsamen	ADJA	seltsam
seltsamen	ADJA	seltsam
seltsamer	ADJA	seltsam
Seltsamer	NN	seltsam
sentimentale	ADJA	sentimental
sentimentalen	ADJA	sentimental
seßhafte	ADJA	sesshaft
seufzender	ADJA	seufzend
sichere	ADJA	sicher
sicheren	ADJA	sicher
sicherheitstrunkene	ADJA	sicherheitstrunken
sichtbaren	ADJA	sichtbar
siebzigjährige	ADJA	n-jährig
siebzigjährigen	ADJA	n-jährig
siebzigjähriger	ADJA	n-jährig
sieghafte	ADJA	sieghaft
Singende	NN	singend
sinnenden	ADJA	sinnend
sittenreinen	ADJA	sittenrein
sittenstrengen	ADJA	sittenstreng
Sittsame	ADJA	sittsam
sittsame	ADJA	sittsam
sitzende	ADJA	sitzend
sitzende	ADJA	sitzend
sitzenden	ADJA	sitzend
sitzenden	ADJA	sitzend
skibegeisterten	ADJA	skibegeistert
sogenannte	ADJA	sogenannt
sogenannte	ADJA	sogenannt
sogenannten	ADJA	sogenannt
sogenannten	ADJA	sogenannt
soliden	ADJA	solide
sommersprossigen	ADJA	sommersprossig
sonderbare	ADJA	sonderbar
Sonnengebräunte	ADJA	sonnengebräunt
sonnenverbrannte	ADJA	sonnenverbrannt
sonstigen	ADJA	sonstig
sorgenbeladenen	ADJA	sorgenbeladen
sorgende	ADJA	sorgend
sorgenden	ADJA	sorgend
sorgenernsten	ADJA	sorgenernst
souveränen	ADJA	souverän
sowjetischen	ADJA	sowjetisch
sozialdemokratische	ADJA	sozialdemokratisch
sozialdemokratischen	ADJA	sozialdemokratisch
Soziales	NN	sozial
sozialversicherte	ADJA	sozialversichert
spaltsinnigen	ADJA	spaltsinnig
spaltsinniger	ADJA	spaltsinnig
span.	ADJA	spanisch
spanischen	ADJA	spanisch
sparsame	ADJA	sparsam
spartanische	ADJA	spartanisch
spartanischen	ADJA	spartanisch
spätere	ADJA	spät
späteren	ADJA	spät
späterer	ADJA	spät
späterer	ADJA	spät
spielnder	ADJA	spielend
spinnende	ADJA	spinnend
sportgewandter	ADJA	sportgewandt
sportgewohnten	ADJA	sportgewohnt
sportliche	ADJA	sportlich
sportliche	ADJA	sportlich
sporttreibenden	ADJA	sporttreibend
spottbereite	ADJA	spottbereit
spottfreudige	ADJA	spottfreudig
sprechenden	ADJA	sprechend
Staatesundseine	NN	DISCARD
staatserhaltenden	ADJA	staatserhaltend
stadtbekannter	ADJA	stadtbekannt
städtischer	ADJA	städtisch
stakende	ADJA	stakend
stammende	ADJA	stammend
stammenden	ADJA	stammend
stämmige	ADJA	stämmig
stämmigen	ADJA	stämmig
stämmiger	ADJA	stämmig
stammverwandten	ADJA	stammverwandt
standhafte	ADJA	standhaft
standhafter	ADJA	standhaft
starke	ADJA	stark
starke	ADJA	stark
Starke	NN	stark
starken	ADJA	stark
starken	ADJA	stark
Starken	NN	stark
starker	ADJA	stark
starkgebauten	ADJA	starkgebaut
stärkste	ADJA	stark
stärksten	ADJA	stark
stärksten	ADJA	stark
stattliche	ADJA	stattlich
stattliche	ADJA	stattlich
stattlichen	ADJA	stattlich
Stattlicher	ADJA	stattlich
stattlicher	ADJA	stattlich
stehende	ADJA	stehend
stehende	ADJA	stehend
stehenden	ADJA	stehend
stehenden	ADJA	stehend
Stehender	NN	stehend
steife	ADJA	steif
steinreichen	ADJA	steinreich
steinreicher	ADJA	steinreich
sterbende	ADJA	sterbend
sterbenden	ADJA	sterbend
sterbender	ADJA	sterbend
sterblichen	ADJA	sterblich
sterblichen	ADJA	sterblich
sterilen	ADJA	steril
stiernackigen	ADJA	stiernackig
stilisierte	ADJA	stilisiert
stille	ADJA	still
stille	ADJA	still
stillen	ADJA	still
stillen	ADJA	still
stillenden	ADJA	stillend
stiller	ADJA	still
stimmbegabte	ADJA	stimmbegabt
stimmende	ADJA	stimmend
stolze	ADJA	stolz
stolzen	ADJA	stolz
stolzer	ADJA	stolz
stolzeren	ADJA	stolz
strahlenden	ADJA	strahlend
