Nr;Text_vorher;UNG;Text_danach;Textstelle;Sprachraum;Jahr;Textsorte;Textstelle5;Erstglied;Lemma;NOM_V;FVG;Fremdwortbasis;Praefix;Numerus;Simplexbasis;Konstruktion;als_praep_Kompl;Prep_Det_Nom;Adj;Genitiv;Det;Prep;Anmerkungen
205;y vnsern Reten rats pflegen/   <h1>Gemeyn gnugsam ;Anzeygung;.</h1>  Jtem so yemant einer missetat halb besprac;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;genuegsam;NA;KEIN;NA;NA
206;den mag man peinlich fragen/   <h1>Gemein gnugsam ;anzeygung;.</h1>  Jte_ so einer in vbu'ng der tat etwas verl;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;genuegsam;NA;KEIN;NA;NA
208;------------------------[019]  <h1>Gemein gnugsam ;anzeygung;.</h1>  Jtem ein halbe beweisung/ als so einer in ;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;genuegsam;NA;KEIN;NA;NA
216;isten artickel geordent ist/   <h1>Gemein gnugsam ;anzeygung;.</h1>  Jte_ So ein vberwundener mysstetter/ der in;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;genuegsam;NA;KEIN;NA;NA
232;gen/   ||Von Mort der heymlich geschicht Genugsam ;anzeygung;.</h1>  Jtem so der verdacht oer beclagt des mordss;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;genuegsam;NA;KEIN;NA;NA
227;eyl dauon rc. Als vor von soelchen teiln gnugsamer ;anzeigu_g; halbn_ in dem Zwen vnd dreissigisten artickel ges;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM_PREP;NEIN;NA;genuegsam;NA;KEIN;halben_POST;nachgestellte Praeposition / Postposition
183; bewisen sol werden.</h1>  Jtem ein yede gnugsame ;anzeygung;/ darauf man peinlich fragen  mag/ sol mit zweyen ;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM;NEIN;NA;genuegsam;NA;s;NA;NA
182;f vermutung oder anzeigung/   <h1>wie die gnugsam ;anzeygung; einer misstat bewisen sol werden.</h1>  Jtem ein y;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;genuegsam;NA;b;NA;NA
77;genommenen Jahren/ und sich hervorthuenden guten  ;Anzeigungen; eines sitsamen und faehigen *Ingenii,* tuechtigen *;NOBD-1680-KT-neu.txt;NOBD;1680;KT;neu.txt;NA;Anzeigung;NA;NA;NEIN;an;PL;NEIN;ADJ_NOM_GEN;NEIN;NA;gut;postnom;KEIN;NA;NA
190;ch anzeygung machen mogen/ </h1>  Jtem So man der ;anczeygung;/ die in vil nachgesaczten artickeln  gemelt/ vnd ;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
177;der allein mag man peynlich darauf  fragen So die ;anzeigu_g; (als hernach funden wuerdet) gnugsam  ist/ wan sol;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
247;in starckes Kopffwehe empindet/ oder sich andere  ;Anzeigungen; verspuoren lassen/ dass man vermuthen kan/ es doerf;OOBD-1650-ST-094.txt;OOBD;1650;ST;094.txt;NA;Anzeigung;NA;NA;NEIN;an;PL;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
114; darauf die obgemelten verordenten person  soelche ;anzaigung; bey iren pflichten zu peynlicher frag gnugsam  re;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
3309;t fleischlich Haupt boeser Complexio vnd Natur ein ;Anzeigung; ist.   <h1>Frag. Warumb ist das Haupt mit zeitlic;WOBD-1680-ST-116.txt;WOBD;1680;ST;116.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;u;NA;NA
678;lich Erde uebrig heraussen bleibet/ so ist es eine ;Anzeigung; eines gar sehr guten und fruchtbaren Landbodens. ;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;u;NA;NA
679;ruen Grass traegt/  so ist solches gemeiniglich eine ;Anzeigung; eines guten Landes.%-----------------------------;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;u;NA;NA
1122;n (nn)  bedeutet die Perschon wann es aber  eine ;Anzeigung; des unperschoenlichen%----------------------------;OMD-1650-ST-101.txt;OMD;1650;ST;101.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;u;NA;NA
1081;un lassen%-----------------[014]  solte/ ist eine ;Anzeigung; dess sanfftmuetigen Calvinischen Geistes.  Man wirf;OMD-1620-ST-084.txt;OMD;1620;ST;084.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;u;NA;NA
1552;arffst du mehr/ guter *Procuratores*/ dann meiner ;anzaigung;/ Jedoch dieweil du die/  annemen must/ wie du die;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
106;) fleissig aufmerckung haben woelle/ clag antwort  ;anzeigung; arckwon verdacht oder beweisung/ So der anclager ;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
171;kennen kan/  <h1>Von der begreiffung es wortleins ;anzeigung;.</h1>  Jtem wo wir nachmals redlich anzeigung mel;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
214;setat/ aber so einer etlich vmbstendt/ warzeichen ;anzeigung; argkwon oder verdacht weisen will/ das sol er mit;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
2442;asteyung  dess Leibs angenommen wird nit aber zur ;anzeigung; eines hasses wieder den Schoepffer  solcher Speiss/;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
2394;*</l> Welches ich darumb herauss gezogen/ zu einer ;Anzeigung;/ dass Koenig Matthias erst im Siebenden  Jahr gecroe;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;u;zu;NA
471; die liebe Rahel selbsten/ nennet jhren Sohn/ zur ;anzeigung; jrer vnausssprechlichen Schmertzen/ *Benoni,* das ;NOBD-1620-KT-081.txt;NOBD;1620;KT;081.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;zu;NA
19;beschreibn_/   <h1>Von Gemein argkwenigkeiten vnd ;anzeygungen; So sich vff alle missetat ziehen  Erstlich von ar;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;PL;NEIN;PREP_NOM;NEIN;NA;NA;NA;KEIN;von;NA
18;  <h1>Von gleichnus So man auss den nachgesaczten/ ;anzeigungen;/  in vnbenantn_ argkwenigkeiten der mysstat  nemen;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;PL;NEIN;PREP_DET_ADJ_NOM_;NEIN;NA;nachgesetzt;NA;b;aus;NA
112;g nit angriffen werden  es sey dan zuuor redliche ;anzaigung; derselben verdachten missetathalben fur vnsern Ri;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;redlich;NA;KEIN;NA;NA
119;ilt werde_ So nit vor der peinlichen frag redlich ;anzeigung; der missetat erfunden  sein/  Jtem So die misseta;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;redlich;NA;KEIN;NA;NA
120;straffhalben gruntlich oder aber desshalb redliche ;anzeigung;/ dauo_ vorberuert ist/ erfundn_ wuerdet So soelle es;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;redlich;NA;KEIN;NA;NA
217;esagten aber sol dieselbig argkwenigkeit redlich  ;anzeigung; auf ir tragen/ so ist not der nachfolgenden ding/;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM;NEIN;NA;redlich;NA;KEIN;NA;NA
174; peynlich gefragt wuerde vnd nicht zuuor redliche  ;anzeigu_g; der mysstat/ darnach man alo fraget (als nach stet;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM_GEN;NEIN;NA;redlich;postnom;KEIN;NA;NA
133; ancleger die geclagten mysstat oder aber redliche ;anzeigung;  derseben[sic!]/ wieuor stet nit bewise das er al;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM_GEN;NEIN;NA;redlich;postnom;KEIN;NA;NA
199;eichen erfundn_ argkwenigen teil/ souil redlicher ;anzeigung; der verdachten mysstat thun moegen/ als die nachfol;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM_GEN;NEIN;NA;redlich;postnom;KEIN;NA;NA
161;--[013]  <h1>Von den sachen darauss machen Redlich ;anzeygung; einer misshandlung Nemen mage.</h1>  Jtem in diser;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;ADJ_NOM_GEN;NEIN;NA;redlich;postnom;KEIN;NA;NA
131; der beclagt die verneynen wurdt/ soelche redliche ;anzeigung; in einer zymlichn_ zeit die ym durch vnsern Amptm;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM;NEIN;NA;redlich;NA;s;NA;NA
169;ger gar wol vrsach auch gleichnus einer redlichen ;anzeigung; argkwonss oder verdachts (wie das ein yeder nach s;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM;NEIN;NA;redlich;NA;u;NA;NA
226; dieselb versagung allein kein gnugsame  redliche ;anzeigung; der versagten missetat/ Sunder ein teyl dauon rc.;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;redlich;NA;s;NA;NA
167;n) dester bass mercken moegen/ war auss ein redliche ;anzeigung; argkwon oder verdacht einer misshandlung komen/ So;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;redlich;NA;u;NA;NA
213;d solche halbe beweisung/  macht auch ein Redlich ;anzeigung; argkwon oder verdacht der missetat/ aber so einer;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;redlich;NA;u;NA;NA
233; oder noch bey jme hette das ist fur ein redliche ;anzeigung; anzunemen/ vnd peinlich frag zugeprauchen/%------;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_ADJ_NOM;NEIN;NA;redlich;NA;u;fuer;NA
230; zu ir versehen mag/ wurdet auch fuer ein Redliche ;anzeigung; der  missetat gehalten/ vnd ist peinlich darauf z;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Anzeigung;NA;NA;NEIN;an;SG;NEIN;PREP_DET_ADJ_NOM_GEN;NEIN;NA;redlich;NA;u;fuer;NA
1445;en/ vnd wie dieselbige beschaffen/ eine fleissige ;auffachtung; geben. Der lieb HERR Jesus wolle vnsere Hertzen e;OOBD-1590-KT-056.txt;OOBD;1590;KT;056.txt;NA;Aufachtung;geben;NA;NEIN;auf;SG;NEIN;DET_ADJ_NOM;NEIN;NA;fleissig;NA;u;NA;NA
671;.</h1>  ERstlich ist zuwissen/ dass bey Erwaehlung/ ;Auffbauung;  oder Zurichtung eines Landtguhts/ Mayerhoffs  un;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Aufbauung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;bei;NA
706;Zierde auch ein Hauptstueck des Bauens/ und man in ;Auffbauung;  eines gemeinenHaus/ also auch dieser Meyerey so ;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Aufbauung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
688;.   <h1>*CLASSIS II.*  Von den Materialien/ so zu ;Auffbauung; und Zurichtung einer[?] Meyerey vornemblich gehoer;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Aufbauung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;zu;NA
2546;  Schaden und Hindernues in%----------------[036]  ;Aufferbauung; des gefallenen Christenthums  bisshero gebracht/ a;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;Auferbauung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
2417;es zur ehren Gottes/  vnnd vnserer erspriesslichen ;Aufferbawung; gereichen/ dass  wir mit seinem Segen seine Wort v;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Auferbauung;NA;NA;NEIN;auf;SG;NEIN;GEN_ADJ_NOM;NEIN;NA;erspriesslich;prenom;s;NA;NA
2471;  Lehrer die Wort an/ welche Christus nach seiner ;Aufferstehung;" zu den Aposteln hat  gesagt/ <z>""So mueste Christu";WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;nach;NA
3071;en Thomae/ welcher die Wunden Christi nach seiner ;Aufferstehung;  betastet Jacobi des kleinern/ welcher Christi B;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;nach;NA
2455; Petri zu erkennen/ welchem  der Herr nach seiner ;aufferstehung; seine Schaff hat anbevohlen zu weyden. Vnd  eben ;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;nach;NA
1414; seinem leben/ sondern auch nach seinem todt vnnd ;Auffersteung;/ Ja vber das alles ein herrlich Abentmal zugerich;OOBD-1560-KT-040.txt;OOBD;1560;KT;040.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;nach;NA
3082; sie sassen/ ausgefuehrt/  und unsere Hoffnung der ;Aufferstehung; bestaettigt:  und sitzt mit Leib und Seel herrlich;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
3088;en/ die in rechtem Glauben ruhen/ in Hoffnung der ;Aufferstehung;[?]/ den Ort der Erqvickung/ und Liechtes und Frie;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1985;n ort/ spricht Christus/ <z-Joh11.25f>Jch bin die ;aufferstehung; vnd das leben/ Wer an mich glaubt/ der wirt leben;WMD-1530-KT-neu.txt;WMD;1530;KT;neu.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1397;en werden/ das nicht allein dieser zeit nach der  ;aufferstehung; Christi/ in der Christlichen Kirchen des teglich ;OOBD-1560-KT-040.txt;OOBD;1560;KT;040.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;nach;NA
3080;ns/ wie auch seiner aus eigener Krafft verrichter ;Aufferstehung; von denen/ so unter der Erden sind/ zu welchen er;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;GEN_ADJ_NOM;NEIN;NA;verrichtet;prenom;s;NA;NA
5010;sich auss dem Bett/ er erfrischet sich wider/ vnNASALSTRICH ist jhme ebeNASALSTRICH/ als wann er erst entschlaffen: Also wird GOtt die Posaunen am Tag der;Aufferstehung;blasen lassen/ dass wir alle auffwachen/ frisch vnd fertig aufferstehen werden/ vnd vns eben seyn wird/ als wann wir erst entschlaffen/ oder hetten gar nit;WMD-1620-KT-neu.txt;WMD;1620;KT;neu.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
5008;mit genommenen Gifft/ oder einem Hund mit aussgeschlagenen Zaenen/ der nichts anders sey vnd thue/ dann dass er den krancken mueden vnd vnreinen Leib zur;AufferstehuNASALSTRICHg;der Toden schlaffen lege/ die Seel aber weder schrecken noch peinigen koenne oder moege. <z>Wie S. Paulus sagt 2. Tim. 1. Ca. Jesus Christus hat;WMD-1620-KT-neu.txt;WMD;1620;KT;neu.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;zu;NA
5009;Siehe es kompt die Stund/ in welcher alle die in Graebern sind/ werden meine Stimm hoeren/ vnd herfuer gehen/ die da guts gethan haben/ zu;aufferstehung;dess Lebens/ die da aber vbels gethan haben/ zu aufferstehung%-----------------------------------------------------------------------------[013] dess Gerichts/ Wie auch Ewer Liebden hiervon/ *Dan. 12. Iob. 19. Ezech. 37. cap.* zu;WMD-1620-KT-neu.txt;WMD;1620;KT;neu.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;NEIN;NA;NA;postnom;KEIN;zu;NA
5011;Graebern sind/ werden meine Stimm hoeren/ vnd herfuer gehen/ die da guts gethan haben/ zu aufferstehung dess Lebens/ die da aber vbels gethan haben/ zu;aufferstehung%-----------------------------------------------------------------------------[013];dess Gerichts/ Wie auch Ewer Liebden hiervon/ *Dan. 12. Iob. 19. Ezech. 37. cap.* zu ersehen hat.</z> Zum Fuenfften/ Wie vnsere Leiber/ da sie durch;WMD-1620-KT-neu.txt;WMD;1620;KT;neu.txt;NA;Auferstehung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;NEIN;NA;NA;postnom;KEIN;zu;NA
2549;demEhestand einen Abscheu  haben/ und fliehen die ;Aufferziehung; der Kinder. Jst doch endlich das ehlose Leben  se;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;Auferziehung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
693;nta  aussfuellen und auffmauern.  Wolte man aber zu ;Aufffuehrung; des Gebaeues/ Brech=und probiern der Stein nicht s;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Auffuehrung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;zu;NA
2411;igtem Vertrag/ ein klar sonder *de-rogation*  vnd ;Auffhebung; beruerts Vertrags erdencken vnd fuernemmen werden/ ;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Aufhebung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;sonder;NA
921;ellen ist es als Galienus spricht ein zeichen der ;aufhoerung;/ des schmertzens/ den die materie der schmertzen ;OMD-1530-ST-neu.txt;OMD;1530;ST;neu.txt;NA;Aufhoerung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
1616; Miracul/ vnd Zeichen seines wahren Glaubens/ mit ;aufflegung; seiner vnseligen  Haend/ gantz getoedtet hat. *Iuli;OOBD-1650-KT-neu.txt;OOBD;1650;KT;neu.txt;NA;Auflegung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
2310;ndere als sich wol gebuert.  Die einnam obgemelter ;aufflegung;/ sol allenthalben  durch die Pfarrherr geschehen/;WMD-1590-ST-070.txt;WMD;1590;ST;070.txt;NA;Auflegung;NA;NA;NEIN;auf;SG;NEIN;ADJ_NOM;NEIN;NA;obgemeldt;NA;KEIN;NA;NA
5012;Nacket sein von Mutter Leib kommen/ also muessen wir auch Nackendt wider dahin/ *Iob:* am *1. Eccles. 5. 1 Timoth. 6*. <z>Der Tod ist ein;Auffloesung/;*Philip. 1.* Wir werden auch im Tod entkleidet/%-----------------------------------------------------------------------------[012] *2. Corinth. 5*</z> vnd wanns wol geraeht/ so macht man vns von vier Brettern ein Bettlad/ zeucht;WMD-1620-KT-neu.txt;WMD;1620;KT;neu.txt;NA;Aufloesung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;u;NA;NA
2722;kheiten. als ist bestopffung d[er] stuolgeng/ vnd ;vffloesung; der leber vnd  des miltz et cetera. ¶Der harn ble;WOBD-1530-ST-023.txt;WOBD;1530;ST;023.txt;NA;Aufloesung;NA;NA;NEIN;auf;SG;NEIN;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
470;lich ist/ herauss saugen lassen/ biss die Letzte[?] ;auffmahnung; geschihet. *Surgite mortui,* da werden wir allere;NOBD-1620-KT-081.txt;NOBD;1620;KT;081.txt;NA;Aufmahnung;geschehen;NA;NEIN;auf;SG;NEIN;DET_ADJ_NOM;NEIN;NA;letzte;NA;b;NA;NA
192;-----------------------[017]  worden ist/ Man sol ;aufmerckung; haben/ ob die verdacht person  ein solche gestalt;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Aufmerkung;haben;NA;NEIN;auf;SG;NEIN;NOM_V;NEIN;NA;NA;NA;KEIN;NA;NA
295;lich machen zu sehen/ darzu gehoert mit hoher ;auff merckung; grosser fleyss dan so man das haubt erstlich fuerny;NOBD-1530-ST-026.txt;NOBD;1530;ST;026.txt;NA;Aufmerkung;NA;NA;NEIN;auf;SG;NEIN;PREP_ADJ_NOM;JA;NA;hoch;postnom;KEIN;mit;NA
105;en sachen (das halss gericht betreffende) fleissig ;aufmerckung; haben woelle/ clag antwort  anzeigung arckwon verd;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Aufmerkung;NA;NA;NEIN;auf;SG;NEIN;ADJ_NOM;NEIN;NA;fleissig;NA;KEIN;NA;NA
1787;ustigen/ hochen/ eyferigen/  muehsahmen Sachen/ zu ;Aufmunterung;/  Lob und Danck wie ich solches leichtsam darthu;OOBD-1680-ST-111.txt;OOBD;1680;ST;111.txt;NA;Aufmunterung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM;JA;NA;NA;NA;KEIN;zu;NA
5013;bey denen *Music*en beobachtet werden/ da kan es denn an heilsamer Erbauung und geistlichen Seelen-Nutzen nicht ermangeln. Es muessen nothwenig die Lehr-#und Trost-reichen Texte mehr;Aufmunterung;geben/ wenn sie durch einen suessen Klang unsern Herzen eingefloesst/ als wenn sie blosshin gelesen werden. Was das Gemaehl denen Augen/ das ist die *Music*;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Aufmunterung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
3072;*III.* Darauff bittet der Messpriester umb gnaedige ;Auffnehmung; des Opffers: Dass GOtt dasOpffer unsersDienstes/ d;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Aufnehmung;bitten;NA;NEIN;auf;SG;NEIN;V_PREP_ADJ_NOM_GEN;NEIN;NA;gnaedig;NA;KEIN;um;NA
3063;enst diese Gaben uns von GOtt zukommen. (3.) Eine ;Auffnehmung; dess geopfferten. (4.) Die Erzehlung dess Leidens/ ;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Aufnehmung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;u;NA;NA
3096;st eine mit sonderbahren *Ceremoni*en verrichtete ;Auffopffereung; dess Leibs[?] und Bluts Christi/ in welche Brod un;WOBD-1680-KT-113.txt;WOBD;1680;KT;113.txt;NA;Aufopferung;NA;NA;NEIN;auf;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;verrichtet;NA;u;NA;NA
328;indist ausseinander gehen/ vnd alle ding in erster ;auffreissung; mit grossem fleiss vnterschieden/ vnd eigentlichen;NOBD-1560-ST-045.txt;NOBD;1560;ST;045.txt;NA;Aufreissung;NA;NA;NEIN;auf;SG;NEIN;PREP_ADJ_NOM;JA;NA;Zahlwort;NA;KEIN;in;NA
2565;icht maechtigen/ und mir/ so lang ich die ihr/ bey ;Auffrichtung; dess Ehebands/  versprochene schuldige Ehetreu nic;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;Aufrichtung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;bei;NA
506; oben oder hernacher gemeldet/  wessen er sich in ;vffrichtung; der Vermaechtnus/ vnd Einkindschafften solle verha;NOBD-1620-ST-082.txt;NOBD;1620;ST;082.txt;NA;Aufrichtung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
