Nr;Text_vorher;UNG;Text_danach;Textstelle;Sprachraum;Jahr;Textsorte;Textstelle5;Erstglied;Lemma;NOM_V;FVG;Fremdwortbasis;Praefix;Numerus;Simplexbasis;Konstruktion;als_praep_Kompl;Prep_Det_Nom;Adj;Genitiv;Det;Prep;Anmerkungen
2551; & seqq.* Dergleichen war auch bey den Roemern  in ;Ubung;/ aber heutigs Tages ist ein solches mit nichten n;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_NOM;NEIN;NA;NA;NA;KEIN;in;NA
2578;ist annoch bey uns heutiges Tages vieler Orten in ;uebung;. Die *Bœotier,* eine Griechische *Nation,* pflegt;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;PREP_NOM;NEIN;NA;NA;NA;KEIN;in;NA
169; moegenn volbracht/ vnnd gehalten werden/ denn mit ;uebungen; der tugenden/  vn_ als vil me uebung der tugend so;OOBD-1500-KT-003.txt;OOBD;1500;KT;003.txt;NA;uebung;NA;NA;NEIN;NA;PL;JA;PREP_NOM_GEN;NEIN;NA;NA;postnom;KEIN;mit;NA
1185;le der Natur vertreten  hat/ wann sie die staetige ;Ubung; zur Gespielen erwehlet die Kunst muss ohne diss al;OMD-1680-ST-121.txt;OMD;1680;ST;121.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;DET_ADJ_NOM;NEIN;NA;stetig;NA;b;NA;NA
346;tino vns zu  erfrewen/ dass in jhr die Tugentliche ;Vbungen;/ welche Christus in dieser Rede anbefohlen  hat s;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;uebung;NA;NA;NEIN;NA;PL;JA;DET_ADJ_NOM;NEIN;NA;tugendlich;NA;b;NA;NA
1494;n das beschehen mag/  dass zimliche kurtzweil/ vn_ ;vbung; dess Leibs/ auch gesucht werden.  Welchs ich bey a;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;uebung;NA;NA;NEIN;NA;SG;JA;ADJ_NOM_GEN;NEIN;NA;ziemlich;postnom;KEIN;NA;NA
813;  auch vorher wuercklich besessene freye ;Religions=Ubung;/ *per Pacta publi-ca &  solennia* nicht *definiti;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;Religions;uebung;NA;NA;NEIN;NA;SG;JA;ADJ_NOM;NEIN;NA;frei;NA;KEIN;NA;NA
807;in ihre vor dem Krieg gehabte RechtsFreyheiten/ und;Religions=Ubung; *restitui-*ret/  und denen Einwohnern in denen an;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;Religions;uebung;NA;NA;NEIN;NA;SG;JA;PREP_GEN_ADJ_NOM_V;NEIN;NA;gehabt;prenom;s;in;NA
5135;jn glauben. Esa. 4. 3. Du hast mir arbeit gemacht in deinen sunden/ vnd hast mir muehe gemacht in deinen missethaten/ Jch/ Jch tilge deine;vbertrettung;vmb meinet willen/ vnd gedencke deiner sunde nicht. Coloss. 1. Ephes. 1. An jm haben wir die Erloesung durch sein Blut/ nemlich/ Vergebung der sunden.</z>;OMD-1590-KT-066.txt;OMD;1590;KT;066.txt;NA;Uebertretung;NA;NA;NEIN;ueber;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
5136;mit wercken vmbgehet/ sondern gleubet an den/ der den Gottlosen gerecht macht/ wird sein Glaub gerechnet zur Gerechtigkeit. Psalm. 32. Selig sind die/ welchen jre;Vbertrettung%-------------------------------------------[024];vergeben sind/ denen die sunde bedeckt ist/ vnd welchen Gott jre Missethat nicht zurechnet. Psalm. 130. Bey dir gilt nichts denn Gnad vnd Gunst/ die;OMD-1590-KT-066.txt;OMD;1590;KT;066.txt;NA;Uebertretung;NA;NA;NEIN;ueber;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
5131;der Gesaenge dey[sic!] geistlichen Zusammenkunfften bedienet habe. Gehen wir in den Zeiten der Kyrchen/ etwas weiter fort/ so finden wir/ dass die Kyrchen-Gesaenge in bestaendiger;Ubung;und *Observanz* geblieben seyen. Der im andern *Seculo* hochberuehmte Kyrchen-Vatter *Justinus Martyr* lehnet/ in seiner Schutzrede an den Kayser *Antoni-#num Pium,* die Laesterung/ als ob;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Uebung;bleiben;NA;NEIN;NA;SG;JA;PREP_ADJ_NOM_V;NEIN;NA;bestaendig;NA;KEIN;in;NA
5132;Andacht im Gebett im *e* die Ernsthafftigkeit im Gottesdienst im *i* die Jnbruenstigkeit im Glauben im *o* die Ordnung in der Hausshaltung im *u* die;Ubung;der wahren Tugenden.%--------------------------------------------[036] <h1>*Punctum II.* *EUGENIUS ALEXANDER* Der groeste Fuerst in der Fuerstlich=stets gegen die Kirchen erwiesenen Freygebigkeit.</h1> VOn der Christlichen Gottseeligkeit des Durchl. Fuersten;WMD-1710-KT-neu2.txt;WMD;1710;KT;neu2.txt;NA;Uebung;NA;NA;NEIN;NA;SG;JA;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
783;aerffer/ und vermahnete die Bresslauer erstlich zur ;Umtrettung;/  diese aber *edi*rten desswegen ihre *Apologie*. ;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;NA;Umtretung;NA;NA;NEIN;um;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
1370; offt ain Truckner huest/ dem magen ain vnwil vn_ ;vndaeung;/ dem haubt/ schwindl vn_ grosser wetagn/  verluss;OOBD-1530-ST-021.txt;OOBD;1530;ST;021.txt;NA;Undaeuung;NA;NA;NEIN;un;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;u;NA;NA
2890;  7. Der grosse Pracht vnd Hoffart/ 8. Die grosse ;Vnordnung;  im essen vnd trincken/ 9. Die grosse forcht/ sor;WOBD-1620-KT-079.txt;WOBD;1620;KT;079.txt;NA;Unordnung;NA;NA;NEIN;un;SG;NEIN;DET_ADJ_NOM;NEIN;NA;gross;NA;b;NA;NA
2662;agen esse nach ires bauches vrlaub. Wann was ;vnordenung;  die segam an ir hat das gat an dem kind anss. Sy ;WOBD-1500-ST-007.txt;WOBD;1500;ST;007.txt;NA;Unordnung;NA;NA;NEIN;un;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1196;-------[020]  (2) Der Woerter Verkehrung und derer ;Unordnung;/  so die Grichen <g>anastrophé</g>[?] nennen/ <z>;OMD-1680-ST-121.txt;OMD;1680;ST;121.txt;NA;Unordnung;NA;NA;NEIN;un;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
817;  das ist der leichnam in aller der genugde vnd ;vnordenunge;. die  freu_de. das meinen wir die neygunge ;OMD-1500-KT-011.txt;OMD;1500;KT;011.txt;NA;Unordnung;NA;NA;NEIN;un;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;s;in;NA
245;Vors Dritte/ solle sich maenniglich vor der Vnmessigkeit/ Volltrincken/ vberfluessigem Schweinfleisch/ sonderlich Sommerszeit/ jngleichen von vnzeittig: wurmstichig: schaedlichen Obst essen/ vnnd andern ;vnordnungen;  enthalten/ dann dardurch die Natur dess Menschen ;OOBD-1650-ST-094.txt;OOBD;1650;ST;094.txt;NA;Unordnung;NA;NA;NEIN;un;PL;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;s;vor;NA
2580;uch 9. in dem gemeinen  Wesen es fuer *confusion,* ;Unordnung; und Zerruettung abgeben/ wann die Ehescheidung  ga;WMD-1680-ST-neu.txt;WMD;1680;ST;neu.txt;NA;Unordnung;NA;NA;NEIN;un;SG;NEIN;PREP_NOM;NEIN;NA;NA;NA;KEIN;fuer;NA
5165;koente vnuerschampter sein/ dann einem andern zumaessen/ dass er selber thut? Er/ der von Kriechingen ist derjenige/ so sampt seinem geringen Anhang/ nit allein alle;Vnordnung;in *transferendo loco capituli,* an andere vngebuehrliche Ort/ angefangen/ sonder auch wider die alleraeltiste hochhergebrachte *statua,* solche Personen/ gedachtem Hohenstifft auffzudringen vnderstanden/ die%----------------------------------------------------------------[016] doch jhrer;WOBD-1590-ST-neu2.txt;WOBD;1590;ST;neu2.txt;NA;Unordnung;NA;NA;NEIN;un;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
5133;Heil. Engel/ unsere Einweihung vollenden mit dem schoenen *Gloria* der Christlichen Kyrche: <z>[...]</z>%-----------------------------------------------------------------[18] <z>[...]</z> <h1>Eingang.</h1> WEnn ich das gefallene Menschliche Geschlecht in seinem Verderben und;Unordnung;abbilden/ und in einem Sinnbild/ dem Gedaechtnuess zur Huelffe/ vorstellen sollte so wisste ich nichts bessers zu mahlen/ als ein zwar schoenes/ jedoch dabey verstimmtes;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Unordnung;NA;NA;NEIN;un;SG;NEIN;PREP_GEN_NOM;NEIN;NA;NA;prenom;s;in;NA
2666; neid vnnd hass/ vnd aller vnbarmhertzigkeit/  vn_ ;vndertruckung; der armen vnschuldigen/ Da=%---------------------;WOBD-1530-KT-024.txt;WOBD;1530;KT;024.txt;NA;Unterdrueckung;NA;NA;NEIN;unter;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;s;NA;NA
1740;arzu verordnet/ vnnd mit absonderlicher Wohn vnnd ;Vnderhaltung; versehen werden/ Welcher so dann vnder andere ges;OOBD-1650-ST-094.txt;OOBD;1650;ST;094.txt;NA;Unterhaltung;versehen;NA;NEIN;unter;SG;NEIN;PREP_ADJ_NOM_V;NEIN;NA;absonderlich;NA;KEIN;mit;NA
1452;/ das wir dessen alles beduerffen/  was zur ;Leybes vnderhaltung; von noethen ist. So liebet er vns auch von gantzem;OOBD-1590-KT-056.txt;OOBD;1590;KT;056.txt;Leibes;Unterhaltung;NA;NA;NEIN;unter;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
2993;nd grossen Vnheils/ vielleicht durch guter Freu_d ;vnderhandlung;/ durch gute liebkosende Wort durch grosse Verheis;WOBD-1650-ST-095.txt;WOBD;1650;ST;095.txt;NA;Unterhaltung;NA;NA;NEIN;unter;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;durch;NA
1748; sonderlich denen Armen/ vnd unvermoeglichen/  die ;Vunderhaltung; raichen/ flaissig wartten/ vnd durch den *Medicum;OOBD-1650-ST-094.txt;OOBD;1650;ST;094.txt;NA;Unterhaltung;NA;NA;NEIN;unter;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
2308;indt man dass in vielen/ so wol dess Cam_ergerichts ;vnderhaltung;  als andere Reichs anlangen/ zu vortheil gestalt/;WMD-1590-ST-070.txt;WMD;1590;ST;070.txt;NA;Unterhaltung;NA;NA;NEIN;unter;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
989; jrer schwa cheit das Ampt nicht verwesen koennen/ ;vnterhaltung;  zuuerordenen sein solt/ da an jrer stadt andere ;OMD-1560-KT-048.txt;OMD;1560;KT;048.txt;NA;Unterhaltung;NA;NA;NEIN;unter;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
1171;nehmligkeit zur Zeige=Mutter/  und den Nutzen zur ;Unterhaltung; hat/ ist vornehmlich  die begeisterteReimKunst.  ;OMD-1680-ST-121.txt;OMD;1680;ST;121.txt;NA;Unterhaltung;NA;NA;NEIN;unter;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
1750;en durch die zum zuetragen bestelte Personen/ zur ;Vnderhaltung; alle Notturfft zuegebracht  werden/ welche Nottur;OOBD-1650-ST-094.txt;OOBD;1650;ST;094.txt;NA;Unterhaltung;NA;NA;NEIN;unter;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
5134;je mehr und mehr ausgeschlossen/ und ihnen gleichsam das Maul gestopffet worden so dass die nach und%-----------------------------------------------------------------[11] nach mit eingefuehrte *Instrumental-Music* mehr zur Eitelkeit/ und;Unterhaltung;des Pfaffen-Gesangs/ als zur Erbauung der Christlichen Gemeine ihr Absehen gehabt. <z>[...]</z> Dahero man sich fast nicht wundern darff/ wenn von *Reformir*ter Seite die Orgeln/;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Unterhaltung;NA;NA;NEIN;unter;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;zu;NA
788;cus,*  und suchte eine freundwillige oeffentliche  ;Unterredung; von denenSchlesischen *Theologis* anzustellen/ ab;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;NA;Unterredung;NA;NA;NEIN;unter;SG;NEIN;DET_ADJ_NOM;NEIN;NA;oeffentlich;NA;u;NA;NA
79; dem geist gots warlich erlernet/ auch zu nutzperkeit der lesenden oder hoerenden vmb allerheilsamlichest;vnderrichtung; vn_ ler der gleuebigen in der heiligen  kirchen go;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Unterrichtung;NA;NA;NEIN;unter;SG;NEIN;PREP_ADJ_NOM;NEIN;NA;allerheilsamlichst;NA;KEIN;um;NA
563;ches vielmehr der Jugend Fahrlaessigkeit/ Manglung der;Unterrichtung;  und darzu tragenden Beliebung/  beyzumessen sche;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;Unterrichtung;NA;NA;NEIN;unter;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
349;nit wenig erfordert/ reichlicher verstandt in der ;vnterrichtung;/     von der Composition der Coerper oder possen/ ;NOBD-1560-ST-045.txt;NOBD;1560;ST;045.txt;NA;Unterrichtung;NA;NA;NEIN;unter;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;in;NA
568;ubewegen vereinbaret/ und allein die befindliche  ;Unterscheidung; der Jugend beyzumessen/  welche zu einer Sache me;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;Unterscheidung;NA;NA;NEIN;unter;SG;NEIN;DET_ADJ_NOM_GEN;NEIN;NA;befindlich;NA;b;NA;NA
1896;ine persoenliche freundliche%--------------------  ;Untersehung; zu Wormbs/ und vermoegte sie endlich zu Gehelung e;OOBD-1710-ST-130.txt;OOBD;1710;ST;130.txt;NA;Unterscheidung;NA;NA;NEIN;unter;SG;NEIN;DET_ADJ_NOM;NEIN;NA;freundlich;NA;u;NA;NA
329;ten grund angezeigt/ wie die superfieciee[?] vnnd ;vnterschiedung;  der arten ausseinander gebracht/ vnd auffs aller ;NOBD-1560-ST-045.txt;NOBD;1560;ST;045.txt;NA;Unterscheidung;NA;NA;NEIN;unter;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
1138;ar zu strenge verfahren werden weil auch/ bey;Untersuchung; der Woerter/  das jenige/ was in gemein gesaget%--;OMD-1650-ST-101.txt;OMD;1650;ST;101.txt;NA;Untersuchung;NA;NA;NEIN;unter;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;bei;NA
785; Kirchen=Wesen  gar nicht/ sondern verwiess dessen ;Untersuchung;  auf ein allgemein *Concilium. * Als hierauf Anno;NOBD-1710-ST-135.txt;NOBD;1710;ST;135.txt;NA;Untersuchung;NA;NA;NEIN;unter;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
979;ern so viel Gott genade gibt/  nuetzliche werck zu ;vnterweisung; vnd zur zucht/ Darumb  sol den Druckern geboten w;OMD-1560-KT-048.txt;OMD;1560;KT;048.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;PREP_NOM;JA;NA;NA;NA;KEIN;zu;NA
490;caten* vn_ *Procuratores* weisen/ Es were dan_ in ;vnderweisung; dess kuendlichen Rechtens/ dess Gerichts ordnung ode;NOBD-1620-ST-082.txt;NOBD;1620;ST;082.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
1363;auff gegenwurtige nottwendige/ vnd vast nuetzliche ;vnderweysung;/ schrift/ auss de_ alten erfarnen vn_ der artzneye;OOBD-1530-ST-021.txt;OOBD;1530;ST;021.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;PREP_ADJ_NOM;JA;NA;nuetzlich;NA;KEIN;auf;NA
637;d waarer hertzlicher Gottesfurcht/ auch getreuer  ;Unterweisung; in allem dem/ dessen seine noch zarte Kindheit fae;NOBD-1680-KT-neu.txt;NOBD;1680;KT;neu.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;ADJ_NOM;NEIN;NA;getreu;NA;KEIN;NA;NA
418;hossen  werden soll/ kein eigentliche  vnd gewise ;vnterweisung; zugeben%-----------------------------------------;NOBD-1590-ST-neu.txt;NOBD;1590;ST;neu.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;ADJ_NOM;NEIN;NA;gewiss;NA;KEIN;NA;NA
1182;nschafft wie sonst erfodert (1) die Natur (2) die ;Unterweisung;  (3) die uebung.  §.3. Wiewol in der Poesie die na;OMD-1680-ST-121.txt;OMD;1680;ST;121.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
2470;lich sie woellen sehen wie solche vberweisung oder ;vnderweisung;  vor der Schrifft habe muessen hergehen/ als Abrah;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1759;n manirlichen Verweiss/  oder soll ich sagen/ eine ;Unterweisung;  anhoeren/ in dem sie folgsam angespracht  wird. <;OOBD-1680-KT-110.txt;OOBD;1680;KT;110.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;u;NA;NA
396; villeicht von vilen guthertzigen gemuetern/  alle ;vnterweisung; vortheilhafftiger  Kriegsuebung/ in sonderheit  ab;NOBD-1590-ST-neu.txt;NOBD;1590;ST;neu.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;s;NA;NA
416;s mehrers dann er versuchet vnd erfarn/ rath vnnd ;vnterweisung;  gebrauche/ vnd sich zubefragen  keines weges sch;NOBD-1590-ST-neu.txt;NOBD;1590;ST;neu.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
2538;ottes/  durch diese oder andere gute Erinner= und ;Unterweisung; bey der lieben Jugend in der Pietaet einiger Nutz ;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;s;durch;NA
2698;en bin/ das man jemand fast frage/ dann allein in ;vnderweysung; vnd ermanung weyse die vmbstender/  damit man die;WOBD-1530-KT-024.txt;WOBD;1530;KT;024.txt;NA;Unterweisung;NA;NA;NEIN;unter;SG;NEIN;PREP_NOM;NEIN;NA;NA;NA;KEIN;in;NA
561;igen wollen/  als welche ihnen keine Faehigkeit zu ;Verabfassung;  der Gedichte verliehen/ da sie doch unschuldig s;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;Verabfassung;NA;NA;NEIN;ver;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;zu;NA
611; oder verachten/ und mehr auf den Jnhalt/ als die ;Verabfassung; sehen sol.   <h1>Die *II. * Betrachtung.  Von den;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;Verabfassung;NA;NA;NEIN;ver;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
2826;olte: aber solch Gebott were hernach allgemach in ;verachtung; kommen/ dass also nit zuverwundern/ das die jehnig;WOBD-1590-KT-061.txt;WOBD;1590;KT;061.txt;NA;Verachtung;kommen;FVG;NEIN;ver;SG;NEIN;PREP_NOM_V;NEIN;NA;NA;NA;KEIN;in;FVG
3341;d Prediger auff das hoechste geschimpffet/  und in ;verachtung; gebracht worden/ desto mehr anbringe und seine S;WOBD-1710-KT-neu.txt;WOBD;1710;KT;neu.txt;NA;Verachtung;kommen;FVG;NEIN;ver;SG;NEIN;PREP_NOM_V;NEIN;NA;NA;NA;KEIN;in;FVG
2542;st niemand  in geringerm *Aestim,* und groesserer  ;Verachtung; bey der Welt/ als die jenigen/ die in Schulen arb;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;PREP_ADJ_NOM;JA;NA;groesser;NA;KEIN;in;NA
3360; blieben/  sich verleiten lassen/ mit hochmuetiger ;verachtung; dessen/ was ihnen hievon zur getreuenNachricht/ i;WOBD-1710-KT-neu.txt;WOBD;1710;KT;neu.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;PREP_ADJ_NOM_GEN;JA;NA;hochmuetig;postnom;KEIN;mit;NA
3358;n sie vorsetzlicher/ und bosshafftiger  weise/ mit ;verachtung; ihrer Lehrer/ nachgangen und lesung der schrifft;WOBD-1710-KT-neu.txt;WOBD;1710;KT;neu.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
1456;ser Seel der stoltzen spodt/ vnnd der Hoffertigen ;verachtung;.</z>    DOch ist hiebey zum anhang diss zu mercken;OOBD-1590-KT-056.txt;OOBD;1590;KT;056.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;DET_ADJ_NOM;NEIN;NA;hoffaertig;NA;b;NA;NA
1068;an kan alles versoehnen/ aussgenommen die Schmach/  ;Verachtung;/ Offenbahrung der Heimligkeit vnd boese tuecke/ sol;OMD-1620-ST-084.txt;OMD;1620;ST;084.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
468;/ jhr Huettlein auffschlagen[?]/ Jch geschweig der ;verachtung; die jhr von vmbliegenden Nachbarn angethan  wurde;NOBD-1620-KT-081.txt;NOBD;1620;KT;081.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1620;ell vnnd clar wie falt euch den ein despect oder ;verachtung; ein? *Mart.* Da muess ich dir beyfallen/ dann die ;OOBD-1650-KT-neu.txt;OOBD;1650;KT;neu.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;u;NA;NA
2543;ist aber ein Griff des Sathans/  welcher ihme die ;Verachtung; frommer/ getreuer/ und fleissiger Schul=*Præcepto;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
2545; weiss. Sintemaln/  wie die Erfahrung bezeugt/ die ;Verachtung;  der Schuldiener nicht geringern  Schaden und Hin;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
2547;allenen Christenthums  bisshero gebracht/ als die  ;Verachtung; getreuer Prediger und Kirchendiener. Soll nun die;WMD-1680-KT-122.txt;WMD;1680;KT;122.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
2426;e Patrimonia vnder die Armen ausstheilt/ diejenige ;verachtung; diser gantzen Welt/  welche auch nach deren Todt ;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;s;NA;NA
548;ein Wurm vnd kein Mensch/ ein Spott der Leute vnd ;Verachtung; des Volcks.</z> Dessgleichen Ps. 69. <z-Ps69v11>Di;NOBD-1650-KT-100.txt;NOBD;1650;KT;100.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;u;NA;NA
1164; vergebens an ihr geschaffen haben? [lat.] Jn was ;Verachtung; war nicht die alte[?] Elisabeth/ dass der HErr ihr;OMD-1680-KT-neu.txt;OMD;1680;KT;neu.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;s;in;NA
627; sie auch nicht in dem Munde fuehren  sol/ als zur ;Verachtung;. An solcher Stelle aber dienet die Bildkunst/ dass;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;zu;NA
1455;dig HERR/ Sey vnss gnedig/ dann wir sein sehr voll ;verachtung;/  sehr vol ist vnser Seel der stoltzen spodt/ vnn;OOBD-1590-KT-056.txt;OOBD;1590;KT;056.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;GEN_ADJ_NOM;NEIN;NA;voll;prenom;s;NA;NA
5137;inn wind/ als hette es nicht die hohe maiestet von himel/ sondern jrgent ein schuster gered/ Darumb widderferet vns auch/ zur straffe vnsers vndancks vnd;verachtung/;das wir wenig gnug dauon haben/ vnd nimer fulen noch schmecken/ was fur ein schatz/ krafft vnd gewalt jnn Christus wor#ten ist/ Wer aber die;OMD-1530-KT-neu.txt;OMD;1530;KT;neu.txt;NA;Verachtung;NA;NA;NEIN;ver;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
5138;hab/ hetten sie sich billich erinnern sollen/ dass es dannoch die Statt Strassburg bisshero mit dem Bisthumb vnNASALSTRICH dem Stifft also gemacht/ dass man nach;veraenderung;der Religion/ weder des HohenStiffts Residentz zu *transferiren,* noch die inn solcher zweymal eingefallene Bischiffliche Wahlen/ anderswo zuhalten vrsach bekommen: Auch der beiden theilen dienende;WOBD-1590-ST-neu2.txt;WOBD;1590;ST;neu2.txt;NA;Veraenderung;NA;NA;NEIN;ver;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;NA;NA
601;schen Wolredenheit.   Die *I. * Betrachtung.  Von ;Veraenderung; der Sprachen.</h1>   <i>1. Alles ist wandelbar/ u;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;Veraenderung;NA;NA;NEIN;ver;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;von;NA
604;gten  Lufft dahin wallet/ sich der durchgehenden  ;Veraenderung; und wandelbaren Fuegniss nicht entziehen kan? Etlic;NOBD-1650-ST-099.txt;NOBD;1650;ST;099.txt;NA;Veraenderung;NA;NA;NEIN;ver;SG;NEIN;DET_ADJ_NOM;NEIN;NA;durchgehend;NA;b;NA;NA
2805; erheben werden/ vnd werden sich zuotragen grosse ;Verenderung; der Reiche/ der Lande vnd Stette/ verwuostung  vn;WOBD-1560-ST-neu2.txt;WOBD;1560;ST;neu2.txt;NA;Veraenderung;NA;NA;NEIN;ver;SG;NEIN;ADJ_NOM_GEN;NEIN;NA;gross;postnom;KEIN;NA;NA
2809;Religion/ vnd werden vil newer Secten/ vnd grosse ;verenderung; des Reichs/ vnd eines gewaltigen Herrn todt/ Vn_ ;WOBD-1560-ST-neu2.txt;WOBD;1560;ST;neu2.txt;NA;Veraenderung;NA;NA;NEIN;ver;SG;NEIN;ADJ_NOM_GEN;NEIN;NA;gross;postnom;KEIN;NA;NA
